pass	strategy	attempt	success	bytes
1	1	1	1	871461
1	1	2	1	875654
1	2	1	0	0
1	2	2	0	0
1	3	1	1	871382
1	3	2	1	872416
1	4	1	0	0
1	4	2	0	0
1	5	1	1	871357
1	5	2	1	870531
1	6	1	0	0
1	6	2	0	0
1	7	1	1	869695
1	7	2	1	871948
1	8	1	1	866023
1	8	2	1	870359
1	9	1	1	865307
1	9	2	1	869279
1	10	1	1	871594
1	10	2	1	869407
1	11	1	1	867935
1	11	2	1	871362
1	12	1	1	865515
1	12	2	1	870073
1	13	1	1	870767
1	13	2	1	868227
1	14	1	1	872687
1	14	2	1	871134
1	15	1	1	868760
1	15	2	1	870178
1	16	1	1	869613
1	16	2	1	869576
1	17	1	1	872406
1	17	2	1	869242
1	18	1	1	871127
1	18	2	1	871368
1	19	1	1	870765
1	19	2	1	868987
1	20	1	0	0
1	20	2	0	0
1	21	1	1	870707
1	21	2	1	873667
1	22	1	1	870792
1	22	2	1	870271
1	23	1	0	0
1	23	2	0	0
1	24	1	1	869249
1	24	2	1	866918
1	25	1	1	868098
1	25	2	1	870094
1	26	1	0	0
1	26	2	0	0
1	27	1	1	871355
1	27	2	1	870467
1	28	1	1	868106
1	28	2	1	869871
1	29	1	0	0
1	29	2	0	0
1	30	1	1	868091
1	30	2	1	865205
1	31	1	1	870645
1	31	2	1	870551
1	32	1	0	0
1	32	2	0	0
1	33	1	0	0
1	33	2	0	0
1	34	1	0	0
1	34	2	0	0
1	35	1	0	0
1	35	2	0	0
1	36	1	0	0
1	36	2	0	0
1	37	1	0	0
1	37	2	0	0
1	38	1	1	870912
1	38	2	1	870044
1	39	1	1	866829
1	39	2	1	869340
1	40	1	1	869833
1	40	2	1	872350
1	41	1	0	0
1	41	2	0	0
1	42	1	0	0
1	42	2	0	0
2	1	1	1	870275
2	1	2	1	873235
2	2	1	0	0
2	2	2	0	0
2	3	1	1	868205
2	3	2	1	870201
2	4	1	0	0
2	4	2	0	0
2	5	1	1	866454
2	5	2	1	869801
2	6	1	0	0
2	6	2	0	0
2	7	1	1	869953
2	7	2	1	872606
2	8	1	1	868222
2	8	2	1	871342
2	9	1	1	867907
2	9	2	1	872121
2	10	1	1	869684
2	10	2	1	869677
2	11	1	1	871454
2	11	2	1	873402
2	12	1	1	870656
2	12	2	1	868835
2	13	1	1	872012
2	13	2	1	869839
2	14	1	1	870855
2	14	2	1	869999
2	15	1	1	866331
2	15	2	1	871368
2	16	1	1	875040
2	16	2	1	868350
2	17	1	1	870348
2	17	2	1	870642
2	18	1	1	868805
2	18	2	1	870832
2	19	1	1	871298
2	19	2	1	870329
2	20	1	0	0
2	20	2	0	0
2	21	1	1	871103
2	21	2	1	870532
2	22	1	1	871682
2	22	2	1	871676
2	23	1	0	0
2	23	2	0	0
2	24	1	1	869352
2	24	2	1	869885
2	25	1	1	870302
2	25	2	1	870649
2	26	1	0	0
2	26	2	0	0
2	27	1	1	870667
2	27	2	1	872330
2	28	1	1	867667
2	28	2	1	869739
2	29	1	0	0
2	29	2	0	0
2	30	1	1	869696
2	30	2	1	870127
2	31	1	1	868257
2	31	2	1	873520
2	32	1	0	0
2	32	2	0	0
2	33	1	0	0
2	33	2	0	0
2	34	1	0	0
2	34	2	0	0
2	35	1	0	0
2	35	2	0	0
2	36	1	0	0
2	36	2	0	0
2	37	1	0	0
2	37	2	0	0
2	38	1	1	869806
2	38	2	1	867524
2	39	1	1	873281
2	39	2	1	871623
2	40	1	1	872190
2	40	2	1	873574
2	41	1	0	0
2	41	2	0	0
2	42	1	0	0
2	42	2	0	0
3	1	1	1	870228
3	1	2	1	871798
3	2	1	0	0
3	2	2	0	0
3	3	1	1	869432
3	3	2	1	868687
3	4	1	0	0
3	4	2	0	0
3	5	1	1	872882
3	5	2	1	870780
3	6	1	0	0
3	6	2	0	0
3	7	1	1	871980
3	7	2	1	871056
3	8	1	1	870089
3	8	2	1	870668
3	9	1	1	869607
3	9	2	1	870465
3	10	1	1	869017
3	10	2	1	870592
3	11	1	1	872140
3	11	2	1	867551
3	12	1	1	867259
3	12	2	1	874245
3	13	1	1	871906
3	13	2	1	874139
3	14	1	1	869816
3	14	2	1	869771
3	15	1	1	869856
3	15	2	1	870971
3	16	1	1	870743
3	16	2	1	872515
3	17	1	1	874647
3	17	2	1	869602
3	18	1	1	867868
3	18	2	1	867843
3	19	1	1	869863
3	19	2	1	871919
3	20	1	0	0
3	20	2	0	0
3	21	1	1	872212
3	21	2	1	874392
3	22	1	1	872181
3	22	2	1	872869
3	23	1	0	0
3	23	2	0	0
3	24	1	1	871835
3	24	2	1	871674
3	25	1	1	870905
3	25	2	1	871010
3	26	1	0	0
3	26	2	0	0
3	27	1	1	867224
3	27	2	1	870501
3	28	1	1	867918
3	28	2	1	872513
3	29	1	0	0
3	29	2	0	0
3	30	1	1	868519
3	30	2	1	871783
3	31	1	1	871597
3	31	2	1	870908
3	32	1	0	0
3	32	2	0	0
3	33	1	0	0
3	33	2	0	0
3	34	1	0	0
3	34	2	0	0
3	35	1	0	0
3	35	2	0	0
3	36	1	0	0
3	36	2	0	0
3	37	1	0	0
3	37	2	0	0
3	38	1	1	868719
3	38	2	1	870685
3	39	1	1	870313
3	39	2	1	870830
3	40	1	1	873914
3	40	2	1	866006
3	41	1	0	0
3	41	2	0	0
3	42	1	0	0
3	42	2	0	0
