pass	strategy	attempt	success	bytes
1	1	1	1	169815
1	1	2	1	169815
1	2	1	1	169815
1	2	2	1	169815
1	3	1	1	169815
1	3	2	1	169815
1	4	1	1	169815
1	4	2	1	169815
1	5	1	1	169815
1	5	2	1	169815
1	6	1	1	169815
1	6	2	1	169815
1	7	1	1	169815
1	7	2	1	169815
1	8	1	1	169815
1	8	2	1	169815
1	9	1	1	169815
1	9	2	1	169815
1	10	1	1	169803
1	10	2	1	169815
1	11	1	1	169815
1	11	2	1	169815
1	12	1	1	169815
1	12	2	1	169815
1	13	1	1	169803
1	13	2	1	169815
1	14	1	1	169815
1	14	2	1	169815
1	15	1	1	169815
1	15	2	1	169815
1	16	1	1	169815
1	16	2	1	169815
1	17	1	1	169815
1	17	2	1	169815
1	18	1	1	169827
1	18	2	1	169803
1	19	1	1	169815
1	19	2	1	169803
1	20	1	0	0
1	20	2	0	0
1	21	1	1	169815
1	21	2	1	169803
1	22	1	1	169815
1	22	2	1	169815
1	23	1	1	169803
1	23	2	1	169803
1	24	1	1	169815
1	24	2	1	169803
1	25	1	1	169815
1	25	2	1	169815
1	26	1	1	169803
1	26	2	1	169803
1	27	1	1	169815
1	27	2	1	169815
1	28	1	1	169827
1	28	2	1	169815
2	1	1	1	169815
2	1	2	1	169815
2	2	1	1	169815
2	2	2	1	169815
2	3	1	1	169815
2	3	2	1	169815
2	4	1	1	169815
2	4	2	1	169815
2	5	1	1	169815
2	5	2	1	169815
2	6	1	1	169803
2	6	2	1	169815
2	7	1	1	169815
2	7	2	1	169803
2	8	1	1	169815
2	8	2	1	169815
2	9	1	1	169803
2	9	2	1	169815
2	10	1	1	169815
2	10	2	1	169815
2	11	1	1	169815
2	11	2	1	169815
2	12	1	1	169815
2	12	2	1	169815
2	13	1	1	169815
2	13	2	1	169803
2	14	1	1	169815
2	14	2	1	169815
2	15	1	1	169803
2	15	2	1	169815
2	16	1	1	169815
2	16	2	1	169815
2	17	1	1	169815
2	17	2	1	169815
2	18	1	1	169815
2	18	2	1	169815
2	19	1	1	169815
2	19	2	1	169815
2	20	1	0	0
2	20	2	0	0
2	21	1	1	169803
2	21	2	1	169803
2	22	1	1	169815
2	22	2	1	169815
2	23	1	1	169815
2	23	2	1	169815
2	24	1	1	169803
2	24	2	1	169815
2	25	1	1	169803
2	25	2	1	169815
2	26	1	1	169815
2	26	2	1	169803
2	27	1	1	169815
2	27	2	1	169815
2	28	1	1	169815
2	28	2	1	169815
3	1	1	1	169815
3	1	2	1	169815
3	2	1	1	169815
3	2	2	1	169815
3	3	1	1	169815
3	3	2	1	169803
3	4	1	1	169815
3	4	2	1	169815
3	5	1	1	169815
3	5	2	1	169815
3	6	1	1	169815
3	6	2	1	169815
3	7	1	1	169815
3	7	2	1	169815
3	8	1	1	169815
3	8	2	1	169815
3	9	1	1	169815
3	9	2	1	169815
3	10	1	1	169803
3	10	2	1	169803
3	11	1	1	169815
3	11	2	1	169803
3	12	1	1	169815
3	12	2	1	169803
3	13	1	1	169803
3	13	2	1	169815
3	14	1	1	169815
3	14	2	1	169815
3	15	1	1	169803
3	15	2	1	169815
3	16	1	1	169803
3	16	2	1	169815
3	17	1	1	169815
3	17	2	1	169815
3	18	1	1	169803
3	18	2	1	169803
3	19	1	1	169803
3	19	2	1	169815
3	20	1	0	0
3	20	2	0	0
3	21	1	1	169803
3	21	2	1	169815
3	22	1	1	169803
3	22	2	1	169815
3	23	1	1	169815
3	23	2	1	169827
3	24	1	1	169815
3	24	2	1	169815
3	25	1	1	169815
3	25	2	1	169815
3	26	1	1	169815
3	26	2	1	169815
3	27	1	1	169815
3	27	2	1	169815
3	28	1	1	169815
3	28	2	1	169815
